TIP AGENTIE,SHOP NAME,hcl_link,ORAS,Suprafata utila,Status Oras,Status shop,HCL,Anexa,Taxa locala,New cost/sop,Nota calcul Primarie,Dosar autorizare depus,Autorizatie Emisa,Nr. Aparate,Observatii,Acte necesare pt. autorizare
PARTENER SSBT MAGIC,SSBT SLOBOZIA 001-MATEI BASARAB,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,15,To be banned,To be closed,118/30.04.2026,,,0,,,,0,,
STANDARD,SLOBOZIA 06-BDUL UNIRII,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,18,To be banned,To be closed,118/30.04.2026,,,0,,,,0,,
STANDARD,SLOBOZIA 09-MATEI BASARAB 29,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,23.6,To be banned,To be closed,118/30.04.2026,,,0,,,,1,,
STANDARD,SLOBOZIA 05-LACULUI,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,25.5,To be banned,To be closed,118/30.04.2026,,,0,,,,0,,
STANDARD,SLOBOZIA 08-MATEI BASARAB,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,69.5,To be banned,To be closed,118/30.04.2026,,,0,,,,5,,
STANDARD,SLOBOZIA 04-PARC,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,60.5,To be banned,To be closed,118/30.04.2026,,,0,,,,0,,
STANDARD,SLOBOZIA 03-NICOLAE BALCESCU,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,50.3,To be banned,To be closed,118/30.04.2026,,,0,,,,5,,
STANDARD,SLOBOZIA 02-LACULUI,https://drive.google.com/file/d/1Ipn7bhl_-yIyyeJf0kR2M7l_48kGPyQu/view?usp=drive_link,SLOBOZIA,18.6,To be banned,To be closed,118/30.04.2026,,,0,,,,0,,
STANDARD,SNAGOV 02-SOSEAUA SNAGOV,,SNAGOV,96,N/A,#N/A,,,,0,,,,0,,
STANDARD,SNAGOV 01-GHERMANESTI,,SNAGOV,82.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,STEI 01-POMPILIU,https://drive.google.com/file/d/1ulI-ZsX_ftbEhn9vMOiHxgLZBoScbXOf/view?usp=drive_link,STEI,60.3,Safe,#N/A,31.03.2026,,200,12060,,,,0,Locatia se afla in zona B,"Cerere, CUI, Certificat constataor, licenta, acte spatiu, carte finciara la zi din care sa rezulte functiunea spatiului si suprafata desfasurata,autorizatie construire, contract cale de acceas incheiat cu Primaria Stei valabil pe cursul anului, contract de inchiriere inregistrat la ANAF, ISU sau negatie, acordul locatarilor cu viza asociatiei, dovada achitare taxa de reclama, contract salubrizare, CAF fara datorii"
STANDARD,STREHAIA 01-REPUBLICII,,STREHAIA,55.3,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,SUCEAVA 09-OMV,,SUCEAVA,50.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,SUCEAVA 10-MOBILA,,SUCEAVA,29.3,N/A,#N/A,,,,0,,,,3,,
STANDARD,SUCEAVA 08-MARASESTI,,SUCEAVA,41,N/A,#N/A,,,,0,,,,1,,
STANDARD,SUCEAVA 06-CURTEA DOMNEASCA,,SUCEAVA,72.6,N/A,#N/A,,,,0,,,,0,,
STANDARD,SUCEAVA 03-CENTRU,,SUCEAVA,56.3,N/A,#N/A,,,,0,,,,1,,
PARTENER SSBT ADM,SSBT ADM TARGOVISTE 547-GARII,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,15,To be banned,To be closed,131/23.04.2026,Da,,,,,,0,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 09-BRANCOVEANU 60A,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,62,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 11-UNIRII,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,20,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 10-INDEPENDENTEI,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,74.5,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 08-CARAIMAN,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,96.5,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 07-CENTRUL VECHI,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,26,To be banned,To be closed,131/23.04.2026,Da,,,,,,0,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 03-UNIRII,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,45.4,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 01-CALEA BUCURESTI,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,45.3,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGOVISTE 04-MIRCEA CEL BATRAN,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,TARGOVISTE,67.6,To be banned,To be closed,131/23.04.2026,Da,,,,,,5,Activitatea nu este permisa la parter de bloc si zone protejate,Activitatea nu este permisa la parter de bloc si zone protejate
STANDARD,TARGU CARBUNESTI 01-TRANDAFIRILOR,https://drive.google.com/file/d/1PvzfPpLwvdITLmGrlZcCcBD0JKNMPc59/view?usp=drive_link,TARGU CARBUNESTI,49.4,Safe,#N/A,36/16.04.2026,Da,10000,10000,,,,0,,"Cerere. CUI,Certificat constatator, licenta, contract de inchiriere din care sa rezulte ca destinatia este de sp. com. , releveu autorizat din care sa reiasa suprafata utila, acte proprietate, autorizatie construire spatiu com.ISU sau negatie, copie CI administrator sau reprezentant legal, declaratie pe propria raspundere privind indeplinirea conditiilor de functionare, dovada achitare taxa de afisaj, constract salubrizare, CAF fara datorii"
PARTENER SSBT MAGIC,SSBT TARGU JIU 06-PARINGULUI,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,15,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,TARGU JIU 07-8 MAI 23,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,69.55,N/A,#N/A,,,,0,,,,5,,
AGENTIE 2.0,TARGU JIU 03-N.TITULESCU 12,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,65.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU JIU 10-GARDU,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,37.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU JIU 09-GARII,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,69.5,N/A,#N/A,,,,0,,,,4,,
STANDARD,TARGU JIU 08-PIATA,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,30.9,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU JIU 05-DEBARCADER,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,33.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU JIU 04-TEODOROIU,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,62.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU JIU 02-ALEXANDRU VLAHUTA,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,44.7,N/A,#N/A,,,,0,,,,1,,
STANDARD,TARGU JIU 01-VICTORIEI,https://drive.google.com/file/d/1-c6_4iqKn_xjiIu10yO3fY1FgepMYABO/view?usp=drive_link,TARGU JIU,72.9,N/A,#N/A,,,,0,,,,5,,
STANDARD,TARGU LAPUS 01-EROILOR,https://drive.google.com/file/d/1Sq1Xu_cqOnB7WoJH0nwWlQPw04cP_4Rs/view?usp=drive_link,TARGU LAPUS,37.7,Safe,#N/A,30/15.04.2026,Da,250,9425,,,,0,,"Cerere tip, CUI, certificat constatator,licenta,acte spatiu,acord asociate=ie proprietari pentru spatii aflate la parterul blocurilor,dovada achitare taxa afisaj, contract salubrizare,CAF fara datorii"
AGENTIE 2.0,TARGU MURES 14-ALEEA,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,56.5,Safe,#N/A,92/24.04.2026,Da,1500,84750,,,,1,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
AGENTIE 2.0,TARGU MURES 09-GHE DOJA,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,64.2,Safe,#N/A,92/24.04.2026,Da,1500,96300,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 10-LIBERTATII,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,80.5,Safe,#N/A,92/24.04.2026,Da,1500,120750,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 12-CUTEZANTEI,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,41,Safe,#N/A,92/24.04.2026,Da,1500,61500,,,,4,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 08-DACIA,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,45.7,Safe,#N/A,92/24.04.2026,Da,1500,68550,,,,0,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 07-PANDURILOR,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,63.3,Safe,#N/A,92/24.04.2026,Da,1500,94950,,,,0,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 06-UNIRII,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,48,Safe,#N/A,92/24.04.2026,Da,1500,72000,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 05-TRANDAFIRILOR,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,51.8,Safe,#N/A,92/24.04.2026,Da,1500,77700,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 04-22 DECEMBRIE,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,47.3,Safe,#N/A,92/24.04.2026,Da,1500,70950,,,,4,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 03-1 DECEMBRIE 1918,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,74.3,Safe,#N/A,92/24.04.2026,Da,1500,111450,,,,4,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 01-BDUL 1848,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,71.8,Safe,#N/A,92/24.04.2026,Da,1500,107700,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU MURES 02-PTA GARII,https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link,TARGU MURES,77.1,Safe,#N/A,92/24.04.2026,Da,1500,115650,,,,5,"Operatorii care desfășoară:exclusiv pariuri sportive;activități loto tradiționale ale Loteriei Române;fără aparate slot-machine,pot funcționa doar dacă:sunt la peste 100 metri de unitățile de învățământ;sunt în afara zonei centrale a municipiului;
obțin autorizație anuală locală pentru fiecare locație.Operatorii economici care desfășoară activități de exploatare a jocurilor de noroc pe raza unității administrativ teritoriale a Municipiului Târgu Mureș, definiți la art. 10 din Ordonanța de urgență nr. 77/2009 privind organizarea și exploatarea jocurilor de noroc, cu modificările și completările ulterioare, cu excepția celor prevăzuți la art. 10 lit. a), b), h), își vor desfășura activitatea în zonele reglementate în anexa la prezenta hotărâre.",https://drive.google.com/file/d/1UlmVqg31ERM2AdM6v1tbF_JAB-bz3p82/view?usp=drive_link
STANDARD,TARGU NEAMT 01-CENTRU,https://drive.google.com/file/d/1D-ZKNLRjCBCRwrjGPgJZi0EQ9ynl47Tv/view?usp=drive_link,TARGU NEAMT,35.7,To be banned,To be closed,63/23.04.2026,,,0,,,,#N/A,Se interzic jocurile de noroc exceptie Loto,
STANDARD,TARGU OCNA 01-CENTRU,,TARGU OCNA,42.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,TARNAVENI 02-VICTORIEI,,TARNAVENI,54.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,TARNAVENI 01-REPUBLICII 76,,TARNAVENI,44.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,TECUCI 04-GHEORGHE PETRASCU,https://drive.google.com/file/d/1CX8ZpwGRKrSUqGOar7ZGu-5ZyMTMNMsI/view?usp=drive_link,TECUCI,77,Safe,#N/A,59/24.04.2026,,,0,,,,5,"i nu vor primi autorizaţie anuală de functionare dacă sunt amplasate la mai puţin de 200 m de instituţiile scolare. Distanţa se măsoara in linie dreaptă de la limita de proprietate. Programul de funcţionare pentru locaţiile specializate în jocuri de noroc, va fi zilnic între orele 08.00 — 22.00. Fac excepţie de la prevederile acestui articol locaţiile specializate care funcţionează la mai mult de 300 m de cea mai apropiată locuinţă.Distanţa se măsoară de la limita de proprietate. Programul acestora va fi aprobat odată cu obţinerea Autorizaţiei de funcţionare. Incepand cu anul 2027, prin Autorizaţiile de funcţionare anuale eliberate, nu se va autoriza functionarea locaţiilor specializate în jocuri de noroc situate în Zona centrală a Municipiului Tecuci (zona delimitata de catre urmatoarele strazi: str. Transilvaniei, str. Tudor Pamfile, str. Vasile Alecsandri, str. Gh. Petraşcu, str. Cpt. Vlad, str. Ştefan cel Mare, str. Ştefan Petică, str 1 Decembrie 1918) şi la parterul locuintelor colective indiferent de amplasament.Incepand cu anul 2028, prin Autorizaţiile de funcţionare anuale, nu se va autoriza functionarea locaţiilor specializate în jocuri de noroc pe teritoriul Municipiului Tecuci, cu exceptia celor situate in afara ansamblurilor rezidentiale la o distanta de cel puţin 300 m de cea mai apropiată locuinţă.Operatorii care exploatează jocuri de noroc de tip pariuri pot funcţiona în orice locatie cu respectarea prevederilor art.8.","În vederea eliberării autorizaţiei de funcţionare pentru desfăşurarea activităţilor de jocuri de noroc de, conform OUG nr.7/2026 art.lll, pct.2, agentul economic va înainta la Primăria Municipiului Tecuci, cu cel puţin 30 de zile calendaristice înainte de data începerii activităţii pe care urmează să o desfăşoare sau de data de expirare a perioadei autorizate anterior depunerii, următoarele document:Cerere — formular tipizat; Certificatul de înregistrare eliberat de Oficiul Naţional al Registrului Comerţului — copie certifictă conform cu originalul; Certificatul constatator pentru punctul de lucru — copie certificate conform cu originalul; Licenţa de organizare a jocurilor de noroc emisă de ONJN- copie certificate conform cu originalul; Autorizaţia de exploatare a jocurilor de noroc emisă de ONIN — copie certificate conform cu originalul; Actul de deţinere al spaţiului (proprietate, închiriere, comodat, locaţiune, după caz — copie certificate conform cu originalul; Actul prin care s-a autorizat schimbarea de destinaţie a spaţiului, dacă este cazul — copie certificate conform cu originalul, dupa caz; Avizul/autorizaţia de securitate la incediu în conformitate cu HG nr.571/2016 — copie certificate conform cu originalul, dupa caz;- Acordul Asociaţiei de Proprietari, care va conţine aprobarea ca agentul economic să desfăşoare activitatea într-un spaţiu al condominiului precum şi orarul de funcţionare aprobat. Acordul va fi semnat şi ştampilat de către preşedintele asociaţiei de proprietari, numele preşedintelui fiind scris şi în clar, şi vor fi depuse în original; 10.Programul de funcţionare semnat şi stampilat de agentul economic. 11.Planul releveu al spaţiului cu indicarea aparatelor şi a zonelor de access; 12.Declaraţie pe propria răspundere privind respectarea legislaţiei privind protecţia minorilor şi prevenirea dependenței. Anterior începerii activităţii pe raza Municipiulu Tecuci, operatorul economic licenţiat în condiţiile legii, va informa în termen de cinci zile, prin adresă, administrația publică locală despre începerea activităţii comunicând dataînceperii activităţii şi copii de pe licenţă şi autorizaţia de exploatare a jocurilor de noroc."
